Pk,Title,Category,Image,Rating,Description,UPC,Price,Availability,Reviews
136,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,https://books.toscrape.com/media/cache/1c/41/1c41d9cb63d3627fc60a1f3ba42da963.jpg,Four,"The riveting true story of the women who launched America into space.In the 1940s and 50s, when the newly minted Jet Propulsion Laboratory needed quick-thinking mathematicians to calculate velocities and plot trajectories, they didn't turn to male graduates. Rather, they recruited an elite group of young women who, with only pencil, paper, and mathematical prowess, transfo The riveting true story of the women who launched America into space.In the 1940s and 50s, when the newly minted Jet Propulsion Laboratory needed quick-thinking mathematicians to calculate velocities and plot trajectories, they didn't turn to male graduates. Rather, they recruited an elite group of young women who, with only pencil, paper, and mathematical prowess, transformed rocket design, helped bring about the first American satellites, and made the exploration of the solar system possible. For the first time, Rise of the Rocket Girls tells the stories of these women--known as ""human computers""--who broke the boundaries of both gender and science. Based on extensive research and interviews with all the living members of the team, Rise of the Rocket Girls offers a unique perspective on the role of women in science: both where we've been, and the far reaches of space to which we're heading. ...more",89cad3f37c9ce226,£41.67,In stock (3 available),0
137,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,https://books.toscrape.com/media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg,Three,"Snatched is the electric tale, by the New York Times bestselling author of Blow, Bruce Porter, that tells the true story of a woman caught between two worlds, with her life dangling in the balance.Raised an aristocrat in Colombia and educated in European schools, Pilar transfixes everyone with her charm and her guile. She also falls for dangerous men and finds herself draw Snatched is the electric tale, by the New York Times bestselling author of Blow, Bruce Porter, that tells the true story of a woman caught between two worlds, with her life dangling in the balance.Raised an aristocrat in Colombia and educated in European schools, Pilar transfixes everyone with her charm and her guile. She also falls for dangerous men and finds herself drawn into the highest levels of the cocaine trade.After two failed marriages and a harrowing escape from the drug life, she settles down to a quiet existence in Florida with her children--until her second husband tries to cut short his prison term by giving her name over to members of a new task force being formed by the DEA. They induce Pilar, now a middle-aged woman, to infiltrate the Cali cartel as the head of a vast money laundering sting. Named ""Operation Princess,"" the scheme leads to the seizure of tens of millions of dollars, along with some $500 million worth of cocaine and the exposure of hundreds of high-level traffickers, becoming one of the most daring and successful stings in DEA history. But Pilar plays her part too well. Her success as a money launderer gets her kidnapped and then ransomed by a band of guerrillas in South America--and the US government refuses to negotiate. It's left to her low-level handlers in the DEA to get her back, before it's too late and her kidnappers discover they have a federal agent in their clutches. ...more",f40fea200e0c644f,£21.21,In stock (12 available),0
138,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,Four,"Marie Kondo's unique KonMari Method of tidying up is nothing short of life-changing'and her first book, The Life-Changing Magic of Tidying Up, has become a worldwide sensation. In Spark Joy, Kondo presents an in-depth, illustrated manual on how to declutter and organize specific items throughout the house, from kitchen and bathroom items to work-related papers and hobby co Marie Kondo's unique KonMari Method of tidying up is nothing short of life-changing'and her first book, The Life-Changing Magic of Tidying Up, has become a worldwide sensation. In Spark Joy, Kondo presents an in-depth, illustrated manual on how to declutter and organize specific items throughout the house, from kitchen and bathroom items to work-related papers and hobby collections. User-friendly line drawings illustrate Kondo's patented folding method as it applies to shirts, pants, socks, and jackets, as well as images of properly organized drawers, closets, and cabinets. This book is perfect for anyone who wants a home'and life'that sparks joy. ...more",87b0615b6e1f4d7b,£41.83,In stock (16 available),0
139,Stiff: The Curious Lives of Human Cadavers,Nonfiction,https://books.toscrape.com/media/cache/00/01/0001685f344cae0e6921bc3f8256b54e.jpg,Three,"Stiff is an oddly compelling, often hilarious exploration of the strange lives of our bodies postmortem. For two thousand years, cadavers'some willingly, some unwittingly'have been involved in science's boldest strides and weirdest undertakings. In this fascinating account, Mary Roach visits the good deeds of cadavers over the centuries and tells the engrossing story of ou Stiff is an oddly compelling, often hilarious exploration of the strange lives of our bodies postmortem. For two thousand years, cadavers'some willingly, some unwittingly'have been involved in science's boldest strides and weirdest undertakings. In this fascinating account, Mary Roach visits the good deeds of cadavers over the centuries and tells the engrossing story of our bodies when we are no longer with them. ...more",a11ae5f07572ef49,£36.74,In stock (3 available),0
140,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,https://books.toscrape.com/media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg,Three,"Are you and your spouse speaking the same language? While love is a many splendored thing, it is sometimes a very confusing thing, too. And as people come in all varieties, shapes, and sizes, so do their choices of personal expressions of love. But more often than not, the giver and the receiver express love in two different ways. This can lead to misunderstanding, quarrel Are you and your spouse speaking the same language? While love is a many splendored thing, it is sometimes a very confusing thing, too. And as people come in all varieties, shapes, and sizes, so do their choices of personal expressions of love. But more often than not, the giver and the receiver express love in two different ways. This can lead to misunderstanding, quarrels, and even divorce.Quality time, words of affirmation, gifts, acts of service, and physical touch are the five basic love languages. Dr. Gary Chapman identifies these and guides couples towards a better understanding of their unique languages of love. Learn to speak and understand your mate's love language, and in no time you will be able to effectively love and truly feel loved in return. Skillful communication is within your grasp! ...more",3c039985229453bf,£31.05,In stock (18 available),0
141,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,https://books.toscrape.com/media/cache/f3/d1/f3d18f7fa858139e133fe4809d3827b5.jpg,Three,"More than fifty years ago, John Coltrane drew the twelve musical notes in a circle and connected them by straight lines, forming a five-pointed star. Inspired by Einstein, Coltrane had put physics and geometry at the core of his music. Physicist and jazz musician Stephon Alexander returns the favor, using jazz to answer physics' most vexing questions about the past and fut More than fifty years ago, John Coltrane drew the twelve musical notes in a circle and connected them by straight lines, forming a five-pointed star. Inspired by Einstein, Coltrane had put physics and geometry at the core of his music. Physicist and jazz musician Stephon Alexander returns the favor, using jazz to answer physics' most vexing questions about the past and future of the universe.Following the great minds that first drew the links between music and physics'a list including Pythagoras, Kepler, Newton, Einstein, and Rakim'The Jazz of Physics revisits the ancient realm where music, physics, and the cosmos were one. This cosmological journey accompanies Alexander's own tale of struggling to reconcile his passion for music and physics, from taking music lessons as a boy in the Bronx to studying theoretical physics at Imperial College, London's inner sanctum of string theory. Playing the saxophone and improvising with equations, Alexander uncovered the connection between the fundamental waves that make up sound and the fundamental waves that make up everything else. As he reveals, the ancient poetic idea of the 'music of the spheres,' taken seriously, clarifies confounding issues in physics.Whether you are more familiar with Brian Greene or Brian Eno, John Coltrane or John Wheeler, the Five Percent Nation or why the universe is less than five percent visible, there is a new discovery on every page. Covering the entire history of the universe from its birth to its fate, its structure on the smallest and largest scales, The Jazz of Physics will fascinate and inspire anyone interested in the mysteries of our universe, music, and life itself. ...more",6a57286a8890d8c5,£38.71,In stock (4 available),0
142,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,https://books.toscrape.com/media/cache/26/65/2665876e19a6c92130f02cfda3bd3846.jpg,Three,"Despite constant efforts to declutter your home, do papers still accumulate like snowdrifts and clothes pile up like a tangled mess of noodles?Japanese cleaning consultant Marie Kondo takes tidying to a whole new level, promising that if you properly simplify and organize your home once, you'll never have to do it again. Most methods advocate a room-by-room or little-by-li Despite constant efforts to declutter your home, do papers still accumulate like snowdrifts and clothes pile up like a tangled mess of noodles?Japanese cleaning consultant Marie Kondo takes tidying to a whole new level, promising that if you properly simplify and organize your home once, you'll never have to do it again. Most methods advocate a room-by-room or little-by-little approach, which doom you to pick away at your piles of stuff forever. The KonMari Method, with its revolutionary category-by-category system, leads to lasting results. In fact, none of Kondo's clients have lapsed (and she still has a three-month waiting list).With detailed guidance for determining which items in your house ""spark joy"" (and which don't), this international best seller featuring Tokyo's newest lifestyle phenomenon will help you clear your clutter and enjoy the unique magic of a tidy home - and the calm, motivated mindset it can inspire. ...more",0da9aa9d24677fc0,£16.77,In stock (16 available),0
143,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,https://books.toscrape.com/media/cache/38/ec/38ec5240eb37dfc9ebe54fa7584842ed.jpg,Four,"A sweeping narrative history of a terrifying serial killer--America's first--who stalked Austin, Texas in 1885In the late 1800s, the city of Austin, Texas was on the cusp of emerging from an isolated western outpost into a truly cosmopolitan metropolis. But beginning in December 1884, Austin was terrorized by someone equally as vicious and, in some ways, far more diabolica A sweeping narrative history of a terrifying serial killer--America's first--who stalked Austin, Texas in 1885In the late 1800s, the city of Austin, Texas was on the cusp of emerging from an isolated western outpost into a truly cosmopolitan metropolis. But beginning in December 1884, Austin was terrorized by someone equally as vicious and, in some ways, far more diabolical than London's infamous Jack the Ripper. For almost exactly one year, the Midnight Assassin crisscrossed the entire city, striking on moonlit nights, using axes, knives, and long steel rods to rip apart women from every race and class. At the time the concept of a serial killer was unthinkable, but the murders continued, the killer became more brazen, and the citizens' panic reached a fever pitch.Before it was all over, at least a dozen men would be arrested in connection with the murders, and the crimes would expose what a newspaper described as ""the most extensive and profound scandal ever known in Austin."" And yes, when Jack the Ripper began his attacks in 1888, London police investigators did wonder if the killer from Austin had crossed the ocean to terrorize their own city.With vivid historical detail and novelistic flair, Texas Monthly journalist Skip Hollandsworth brings this terrifying saga to life. ...more",5a0d2e9284004266,£28.45,In stock (8 available),0
144,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,https://books.toscrape.com/media/cache/b7/6a/b76a8c5c12390d9259b6235115ebf024.jpg,Four,"We are in the midst of a sleep deprivation crisis, writes Arianna Huffington, the co-founder and editor in chief of The Huffington Post. And this has profound consequences ' on our health, our job performance, our relationships and our happiness. What is needed, she boldly asserts, is nothing short of a sleep revolution. Only by renewing our relationship with sleep can we We are in the midst of a sleep deprivation crisis, writes Arianna Huffington, the co-founder and editor in chief of The Huffington Post. And this has profound consequences ' on our health, our job performance, our relationships and our happiness. What is needed, she boldly asserts, is nothing short of a sleep revolution.'  Only by renewing our relationship with sleep can we take back control of our lives. In her bestseller' Thrive,' Arianna wrote about' our need to redefine success through well-being, wisdom, wonder, and giving.' Her discussion of the importance of sleep as a gateway to this more fulfilling way of living' struck such a powerful chord that she realized the' mystery and' transformative' power of sleep called for a fuller investigation. The result is a sweeping, scientifically rigorous, and deeply personal exploration of sleep from all angles, from' the history of sleep, to the role of dreams in our lives,' to the consequences of sleep deprivation, and' the new' golden age of sleep science that is revealing' the vital role sleep plays in' our every waking moment and' every aspect of our health '' from' weight gain,' diabetes,' and heart disease to cancer' and Alzheimer's.' '  In' The Sleep Revolution, Arianna shows how our cultural dismissal of sleep as time wasted compromises our health and our decision-making and undermines our work lives,' our personal lives --' and even our sex lives.' She explores all the latest science on what exactly is going on while we sleep and dream.' ' She takes on the dangerous sleeping pill industry, and all the ways our addiction to technology disrupts our sleep. She also' offers a range of recommendations and tips from leading scientists on how we can get better and more restorative sleep, and harness its incredible power. In today's fast-paced, always-connected,' perpetually-harried' and sleep-deprived world, our need for a good night's sleep is more important ' and elusive -- than ever.' The Sleep Revolution' both sounds the alarm on our worldwide sleep crisis and provides a detailed road map to the great sleep awakening that can help '  transform our lives, our communities, and our world. ...more",985991708c47003e,£11.68,In stock (11 available),0
145,"The Suffragettes (Little Black Classics, #96)",Nonfiction,https://books.toscrape.com/media/cache/8f/39/8f399ee98cb1a7c77525123b00d4b3e0.jpg,Two,"'Once they are aroused, once they are determined, nothing on earth and nothing in heaven will make women give way; it is impossible.'A potted history of the women who pioneered feminism and changed the world.One of 46 new books in the bestselling Little Black Classics series, to celebrate the first ever Penguin Classic in 1946. Each book gives readers a taste of the Classi 'Once they are aroused, once they are determined, nothing on earth and nothing in heaven will make women give way; it is impossible.'A potted history of the women who pioneered feminism and changed the world.One of 46 new books in the bestselling Little Black Classics series, to celebrate the first ever Penguin Classic in 1946. Each book gives readers a taste of the Classics' huge range and diversity, with works from around the world and across the centuries - including fables, decadence, heartbreak, tall tales, satire, ghosts, battles and elephants. ...more",d2185b65af52d68c,£11.89,In stock (2 available),0
146,The Year of Magical Thinking,Nonfiction,https://books.toscrape.com/media/cache/06/2a/062af372ae666a16fa7e67ced2d1187c.jpg,Two,"From one of America's iconic writers, this is a portrait of a marriage and a life - in good times and bad - that will speak to anyone who has ever loved a husband or wife or child. This is a stunning book of electric honesty and passion. Several days before Christmas 2003, John Gregory Dunne and Joan Didion saw their only daughter, Quintana, fall ill.At first they thought From one of America's iconic writers, this is a portrait of a marriage and a life - in good times and bad - that will speak to anyone who has ever loved a husband or wife or child. This is a stunning book of electric honesty and passion. Several days before Christmas 2003, John Gregory Dunne and Joan Didion saw their only daughter, Quintana, fall ill.At first they thought it was flu, then pneumonia, then complete septic shock. She was put into an induced coma and placed on life support. Days later - the night before New Year's Eve - the Dunnes were just sitting down to dinner after visiting the hospital when John suffered a massive and fatal coronary.In a second, this close, symbiotic partnership of 40 years was over. Four weeks later, their daughter pulled through. Two months after that, arriving at LA airport, she collapsed and underwent six hours of brain surgery at UCLA Medical Centre to relieve a massive hematoma.This powerful book is Didion's 'attempt to make sense of the weeks and then months that cut loose any fixed idea I ever had about death, about illness, about marriage and children and memory, about the shallowness of sanity, about life itself'. The result is an exploration of an intensely personal yet universal experience: a portrait of a marriage, and a life, in good times and bad. ...more",34c0d7c4ee5650af,£43.04,In stock (14 available),0
147,"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,https://books.toscrape.com/media/cache/68/2d/682d1c7c8aa1010bd138203ae9d2d10b.jpg,One,"STUFF. It's everywhere. Lurking in corners and closets, spilling onto counters and coffee tables, creating havoc everywhere we look. And it's not just the physical clutter that weighs us down. Oh no, it is the stress of overbooked schedules, and the weight of life that sometimes feels oppressive and totally out of whack.New York Times bestselling author Ruth Soukup feels y ' STUFF. It's everywhere. Lurking in corners and closets, spilling onto counters and coffee tables, creating havoc everywhere we look. And it's not just the physical clutter that weighs us down. Oh no, it is the stress of overbooked schedules, and the weight of life that sometimes feels oppressive and totally out of whack.New York Times bestselling author Ruth Soukup feels your pain--she has been there too. Through personal stories, Biblical truth, and practical action plans, she will inspire and empower each of us to finally declutter not just our home, but our mind and soul as well. Unstuffed is real, honest, and gets right down to the question we are all facing--how can we take back our lives from the stuff that is weighing us down?' In this book, together we will:'¢' ' ' ' ' ' ' ' ' ' ' '  Create a comprehensive vision for our homes, and make instant changes to improve its overall function.'¢' ' ' ' ' ' ' ' ' ' ' '  Discover that more closet space is not the solution, and instead learn how to set strict limits for the stuff we bring in'¢' ' ' ' ' ' ' ' ' ' ' '  Overcome the frustration of dealing with our kids' influx of stuff and implement practical solutions for keeping the chaos at bay.'¢' ' ' ' ' ' ' ' ' ' ' '  Recognize the pitfalls of an overstuffed schedule BEFORE it gets out of hand, and instead learn to combat the culture of busy that keeps us running from one thing to the next.'¢' ' ' ' ' ' ' ' ' ' ' '  Finally conquer that mountain of paperwork that threatens to tumble down around us at any moment.'¢' ' ' ' ' ' ' ' ' ' ' '  Let go of the guilt that gets attached to gifts and instead learn to separate our loved ones from their stuff.'¢' ' ' ' ' ' ' ' ' ' ' '  Begin to cultivate our real friendships while eliminating the toxic relationships that weigh us down. ...more",b830685072fa871f,£58.09,In stock (3 available),0
148,When Breath Becomes Air,Nonfiction,https://books.toscrape.com/media/cache/26/9d/269d1774be6dd9e649c4170fbc8d27eb.jpg,Two,"THE NEW YORK TIMES NUMBER ONE BESTSELLER'Finishing this book and then forgetting about it is simply not an option...Unmissable' New York TimesAt the age of thirty-six, on the verge of completing a decade's training as a neurosurgeon, Paul Kalanithi was diagnosed with inoperable lung cancer. One day he was a doctor treating the dying, the next he was a patient struggling to THE NEW YORK TIMES NUMBER ONE BESTSELLER'Finishing this book and then forgetting about it is simply not an option...Unmissable' New York TimesAt the age of thirty-six, on the verge of completing a decade's training as a neurosurgeon, Paul Kalanithi was diagnosed with inoperable lung cancer. One day he was a doctor treating the dying, the next he was a patient struggling to live.When Breath Becomes Air chronicles Kalanithi's transformation from a medical student asking what makes a virtuous and meaningful life into a neurosurgeon working in the core of human identity ' the brain ' and finally into a patient and a new father.What makes life worth living in the face of death? What do you do when when life is catastrophically interrupted? What does it mean to have a child as your own life fades away?Paul Kalanithi died while working on this profoundly moving book, yet his words live on as a guide to us all. When Breath Becomes Air is a life-affirming reflection on facing our mortality and on the relationship between doctor and patient, from a gifted writer who became both. ...more",b69c852e7e3956af,£39.36,In stock (8 available),0
149,Worlds Elsewhere: Journeys Around Shakespeare's Globe,Nonfiction,https://books.toscrape.com/media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg,Five,"Anti-apartheid activist, Bollywood screenwriter, Nazi pin-up, hero of the Wild West: this is Shakespeare as you have never seen him before.From the sixteenth-century Baltic to the American Revolution, from colonial India to the skyscrapers of modern-day Shanghai, Shakespeare's plays appear at the most fascinating of times and in the most unexpected of places. No other writ Anti-apartheid activist, Bollywood screenwriter, Nazi pin-up, hero of the Wild West: this is Shakespeare as you have never seen him before.From the sixteenth-century Baltic to the American Revolution, from colonial India to the skyscrapers of modern-day Shanghai, Shakespeare's plays appear at the most fascinating of times and in the most unexpected of places. No other writer's work has been performed, translated, adapted and altered in such a remarkable variety of cultures and languages. But what is it about William Shakespeare ' a man from Warwickshire who never once set foot outside England ' that has made him at home in so many places around the globe?Travelling across four continents, six countries and 400 years, Andrew Dickson takes us on a personal journey rich in insight and surprise. We enter the air-conditioned vault deep beneath Capitol Hill where the world's largest collection of First Folios is stored; discover the shadowy history of Joseph Goebbels's obsession with Shakespeare; and uncover the true story behind the scuffed edition in which Nelson Mandela and fellow Robben Island prisoners inscribed their names. Both cultural history and literary travelogue, Worlds Elsewhere is an attempt to understand how Shakespeare has become the international phenomenon he is ' and why.""There were very few pages on which I didn't learn something new or revelatory. A must-read for anyone interested in Shakespeare's impact on people and politics around the globe"" (James Shapiro, author of 1599: A Year in the Life of William Shakespeare)""Immensely well-informed and highly readable. A revelatory journey of cultural exploration"" (Professor Stanley Wells, General Editor of the Oxford and Penguin Shakespeares)""Brilliantly original. Absolutely engaging, witty and irresistible. What's most remarkable: he's said something new about Shakespeare"" (Michael Pye, author of The Edge of the World)""A truly original book about Shakespeare: one that explores the dramatist's global reach with tenacity, devotion and an exhilarating spirit of adventure"" (Michael Billington) ...more",4c28def39d850cdf,£40.30,In stock (18 available),0
150,"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,https://books.toscrape.com/media/cache/f3/00/f30001f2851f82c266e2faa77bcdd924.jpg,Three,"If you want to build a better future, you must believe in secrets.The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One , legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. Thiel begins with the contrarian premise that we live in an age o If you want to build a better future, you must believe in secrets.The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One , legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we're too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself.Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won't make a search engine. Tomorrow's champions will not win by competing ruthlessly in today's marketplace. They will escape competition altogether, because their businesses will be unique. Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places. ...more",e77033ce559947f7,£34.06,In stock (8 available),0
151,Boy Meets Boy,Young Adult,https://books.toscrape.com/media/cache/86/3c/863c3b48499a99392aace127df8b43e5.jpg,Three,"This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks he's found the one his heart is made This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks he's found the one his heart is made for. Until he blows it. The school bookie says the odds are 12-to-1 against him getting Noah back, but Paul's not giving up without playing his love really loud. His best friend Joni might be drifting away, his other best friend Tony might be dealing with ultra-religious parents, and his ex-boyfriend Kyle might not be going away anytime soon, but sometimes everything needs to fall apart before it can really fit together right.This is a happy-meaningful romantic comedy about finding love, losing love, and doing what it takes to get love back in a crazy-wonderful world. ...more",8e0bc2fe4e7d35b5,£21.12,In stock (3 available),0
152,Burning,Young Adult,https://books.toscrape.com/media/cache/9a/2c/9a2c2936fa9bd422be96805924e1411a.jpg,Three,"After three years in juvie, Angela Davis is just a few months shy of release, and she'll finally be free from the hole that is Brunesfield Correctional Facility. Then Jessica arrives. Only ten years old and under the highest security possible, this girl has to be dangerous, even if no one knows what she did to land in juvie. As strange things begin happening to Angela and After three years in juvie, Angela Davis is just a few months shy of release, and she'll finally be free from the hole that is Brunesfield Correctional Facility. Then Jessica arrives. Only ten years old and under the highest security possible, this girl has to be dangerous, even if no one knows what she did to land in juvie. As strange things begin happening to Angela and her friends that can only be traced to the new girl's arrival, it becomes clear that Brunesfield is no longer safe. They must find a way to get out, but how can they save themselves when the world has forgotten them? ...more",5ceb951f629700a2,£28.81,In stock (16 available),0
153,Catching Jordan (Hundred Oaks),Young Adult,https://books.toscrape.com/media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg,Three,"ONE OF THE BOYSWhat girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.But everything sh ONE OF THE BOYSWhat girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.But everything she's ever worked for is threatened when Ty Green moves to her school. Not only is he an amazing QB, but he's also amazingly hot. And for the first time, Jordan's feeling vulnerable. Can she keep her head in the game while her heart's on the line? ...more",e2e7b683b4c15b7d,£50.83,In stock (14 available),0
154,Future Shock (Future Shock #1),Young Adult,https://books.toscrape.com/media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg,Five,"What do you do when the future is too late, and the present is counting down to an inevitable moment?Elena Martinez has street smarts, the ability for perfect recall, and a deadline: if she doesn't find a job before she turns eighteen, she'll be homeless. But then she gets an unexpected offer from Aether Corporation, the powerful Los Angeles tech giant. Along with four oth What do you do when the future is too late, and the present is counting down to an inevitable moment?Elena Martinez has street smarts, the ability for perfect recall, and a deadline: if she doesn't find a job before she turns eighteen, she'll be homeless. But then she gets an unexpected offer from Aether Corporation, the powerful Los Angeles tech giant. Along with four other recruits'Adam, Chris, Trent, and Zoe'Elena is being sent on a secret mission to bring back data from the future. All they have to do is get Aether the information they need, and the five of them will be set for life. It's an offer Elena can't refuse.But something goes wrong when the time travelers arrive in the future. And they are forced to break the only rule they were given'not to look into their own fates. Now they have twenty-four hours to get back to the present and find a way to stop a seemingly inevitable future'and a murder'from happening. But changing the timeline has deadly consequences too. Who can Elena trust as she fights to save her life?The first book in an unforgettable series about rewriting your destiny in the city of dreams. ...more",df6a7c43faa6732b,£55.65,In stock (8 available),0
155,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,https://books.toscrape.com/media/cache/27/93/2793d4ce3d27cdcdb7a0961bc218b25f.jpg,Four,"Harry Potter is lucky to reach the age of thirteen, since he has already survived the murderous attacks of the feared Dark Lord on more than one occasion. But his hopes for a quiet term concentrating on Quidditch are dashed when a maniacal mass-murderer escapes from Azkaban, pursued by the soul-sucking Dementors who guard the prison. It's assumed that Hogwarts is the safes Harry Potter is lucky to reach the age of thirteen, since he has already survived the murderous attacks of the feared Dark Lord on more than one occasion. But his hopes for a quiet term concentrating on Quidditch are dashed when a maniacal mass-murderer escapes from Azkaban, pursued by the soul-sucking Dementors who guard the prison. It's assumed that Hogwarts is the safest place for Harry to be. But is it a coincidence that he can feel eyes watching him in the dark, and should he be taking Professor Trelawney's ghoulish predictions seriously? ...more",eff24325e0ede639,£24.17,In stock (4 available),0
156,Library of Souls (Miss Peregrine's Peculiar Children #3),Young Adult,https://books.toscrape.com/media/cache/79/7a/797a5468a7d06aba28d1cc7342b1f2ba.jpg,Five,"A boy with extraordinary powers. An army of deadly monsters. An epic battle for the future of peculiardom.The adventure that began with Miss Peregrine's Home for Peculiar Children and continued in Hollow City comes to a thrilling conclusion with Library of Souls. As the story opens, sixteen-year-old Jacob discovers a powerful new ability, and soon he's diving through histo A boy with extraordinary powers. An army of deadly monsters. An epic battle for the future of peculiardom.The adventure that began with Miss Peregrine's Home for Peculiar Children and continued in Hollow City comes to a thrilling conclusion with Library of Souls. As the story opens, sixteen-year-old Jacob discovers a powerful new ability, and soon he's diving through history to rescue his peculiar companions from a heavily guarded fortress. Accompanying Jacob on his journey are Emma Bloom, a girl with fire at her fingertips, and Addison MacHenry, a dog with a nose for sniffing out lost children.They'll travel from modern-day London to the labyrinthine alleys of Devil's Acre, the most wretched slum in all of Victorian England. It's a place where the fate of peculiar children everywhere will be decided once and for all. Like its predecessors, Library of Souls blends thrilling fantasy with never-before-published vintage photography to create a one-of-a-kind reading experience. ...more",ba54932df84e8cea,£48.56,In stock (15 available),0
157,My Life Next Door (My Life Next Door ),Young Adult,https://books.toscrape.com/media/cache/1a/2c/1a2c80cc391bc1422013e31682c5f649.jpg,Five,"""One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.""The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall ""One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.""The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall fiercely for each other, stumbling through the awkwardness and awesomeness of first love, Jase's family embraces Samantha - even as she keeps him a secret from her own. Then something unthinkable happens, and the bottom drops out of Samantha's world. She's suddenly faced with an impossible decision. Which perfect family will save her? Or is it time she saved herself?A transporting debut about family, friendship, first romance, and how to be true to one person you love without betraying another. ...more",9a7291b89bd5445c,£36.39,In stock (8 available),0
158,Nightstruck: A Novel,Young Adult,https://books.toscrape.com/media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg,Four,"It starts with a cry in the night.Becket, walking her dog one winter evening, fears it's an abandoned baby left out in the cold. But it is something else'something evil'and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself'¦but only at It starts with a cry in the night.Becket, walking her dog one winter evening, fears it's an abandoned baby left out in the cold. But it is something else'something evil'and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself'¦but only at night.The changes are subtle at first, causing Becket to doubt her senses and her sanity. But soon the nightmarish truth is impossible to deny: By day, the city is just a city, but at night it literally comes alive with malevolent purpose. Brick and steel become bone, streetlights turn into gallows, and hungry alleys wait to snare mortal victims. Terrified citizens huddle indoors after dusk, as others succumb to the siren song of the night, letting their darker sides run wild.Once, Becket's biggest problems were living up to her police commissioner father's high expectations and a secret crush on her best friend's boyfriend. Now she must find a way to survive and protect her loved ones'¦before the darkness takes her as well. ...more",746029796363aa51,£50.35,In stock (7 available),0
